cluster,age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca,thal,target,target_original
0,0.41390502036647353,0.2947810026543344,0.6421195176323513,0.18295129285940354,0.14573056071857804,0.1447799720613232,0.22006490036958695,-0.7207283268036476,0.7494973700649644,0.7137533772948079,0.592575308539386,0.6207386460629086,0.7357165456425514,0.8869565217391304,2.017391304347826
1,-0.2531865816071513,-0.180318166517279,-0.3927858751474491,-0.11191169510016631,-0.08914369405657664,-0.08856221695240507,-0.1346141677792687,0.44087105097031615,-0.45846913594399435,-0.436604459515441,-0.36247957703207107,-0.37970715051720483,-0.4500393763239014,0.19680851063829788,0.2765957446808511
